"species","scenario","t","abundance_mean","abundance_sd","reproduction_mean","reproduction_sd","carry_mean","carry_sd","habitat_mean","habitat_sd","bevmort_mean","bevmort_sd"
"A","clim_SSP1",1,352893.256,370392.433,2.949,0.387,855635.253,36310.351,2.756,0.258,1.128,0.093
"A","clim_SSP1",2,759894.723,63530.738,2.948,0.383,855587.624,36276.326,2.756,0.258,1.128,0.093
"A","clim_SSP1",3,779829.739,59035.667,2.973,0.389,855715.628,36292.953,2.756,0.258,1.128,0.093
"A","clim_SSP1",4,795825.728,55235.475,2.953,0.399,855702.05,36350.995,2.756,0.258,1.128,0.093
"A","clim_SSP1",5,808494.741,52230.014,2.944,0.385,855562.308,36254.262,2.756,0.258,1.128,0.093
"A","clim_SSP1",6,818442.188,49591.083,2.947,0.389,855593.6,36375.699,2.756,0.258,1.128,0.093
"A","clim_SSP1",7,826322.227,47542.769,2.966,0.391,855707.359,36277.542,2.756,0.258,1.128,0.093
"A","clim_SSP1",8,832554.384,45724.334,2.941,0.387,855722.989,36384.495,2.756,0.258,1.128,0.093
"A","clim_SSP1",9,837466.936,44251.861,2.94,0.39,855603.416,36324.608,2.756,0.258,1.128,0.093
"A","clim_SSP1",10,841263.559,43109.151,2.941,0.382,855680.102,36273.804,2.756,0.258,1.128,0.093
"A","clim_SSP1",11,844340.478,41997.646,3.4,0.412,779751.447,54301.83,2.871,0.229,1.293,0.103
"A","clim_SSP1",12,825562.3,41166.621,3.378,0.409,779860.44,54322.902,2.871,0.229,1.293,0.103
"A","clim_SSP1",13,812478.458,42731.585,3.391,0.408,779736.246,54249.248,2.871,0.229,1.293,0.103
"A","clim_SSP1",14,803107.321,44763.699,3.372,0.393,779645.322,54291.543,2.871,0.229,1.293,0.103
"A","clim_SSP1",15,796447.758,46726.747,3.384,0.405,779804.264,54363.746,2.871,0.229,1.293,0.103
"A","clim_SSP1",16,791706.511,48375.809,3.39,0.397,779752.451,54406.417,2.871,0.229,1.293,0.103
"A","clim_SSP1",17,788291.229,49750.563,3.386,0.403,779769.932,54332.281,2.871,0.229,1.293,0.103
"A","clim_SSP1",18,785883.034,50806.791,3.388,0.401,779895.768,54174.45,2.871,0.229,1.293,0.103
"A","clim_SSP1",19,784122.686,51593.922,3.384,0.411,779757.561,54453.221,2.871,0.229,1.293,0.103
"A","clim_SSP1",20,782846.023,52260.83,3.379,0.406,779778.834,54312.242,2.871,0.229,1.293,0.103
"A","clim_SSP1",21,781960.056,52715.617,3.763,0.419,689621.01,64239.895,2.812,0.184,1.437,0.111
"A","clim_SSP1",22,752598.445,56062.646,3.744,0.413,689641.083,64276.702,2.812,0.184,1.437,0.111
"A","clim_SSP1",23,732967.173,58882.31,3.76,0.419,689607.27,64223.514,2.812,0.184,1.437,0.111
"A","clim_SSP1",24,719591.378,60852.399,3.75,0.419,689457.99,64181.65,2.812,0.184,1.437,0.111
"A","clim_SSP1",25,710342.15,62187.063,3.755,0.423,689485.025,64215.925,2.812,0.184,1.437,0.111
"A","clim_SSP1",26,704007.371,62989.083,3.76,0.423,689488.901,64334.029,2.812,0.184,1.437,0.111
"A","clim_SSP1",27,699621.964,63485.53,3.77,0.418,689699.267,64207.91,2.812,0.184,1.437,0.111
"A","clim_SSP1",28,696606.866,63786.098,3.755,0.416,689581.456,64257.405,2.812,0.184,1.437,0.111
"A","clim_SSP1",29,694462.038,64016.859,3.768,0.429,689573.854,64221.154,2.812,0.184,1.437,0.111
"A","clim_SSP1",30,693033.479,64129.761,3.759,0.43,689650.92,64271.209,2.812,0.184,1.437,0.111
"A","clim_SSP1",31,692045.134,64207.884,4.166,0.429,552399.842,85634.72,2.487,0.251,1.592,0.119
"A","clim_SSP1",32,641591.968,74599.482,4.166,0.429,552412.377,85589.703,2.487,0.251,1.592,0.119
"A","clim_SSP1",33,610394.613,80215.664,4.161,0.439,552515.007,85710.536,2.487,0.251,1.592,0.118
"A","clim_SSP1",34,590560.239,83240.216,4.182,0.446,552431.899,85681.37,2.487,0.251,1.592,0.119
"A","clim_SSP1",35,577659.575,84778.509,4.173,0.432,552477.943,85685.506,2.487,0.251,1.592,0.118
"A","clim_SSP1",36,569249.039,85553.708,4.169,0.428,552539.833,85691.939,2.487,0.251,1.592,0.118
"A","clim_SSP1",37,563733.495,85915.565,4.173,0.441,552538.456,85782.844,2.487,0.251,1.592,0.118
"A","clim_SSP1",38,560040.98,86071.871,4.175,0.441,552452.727,85743.022,2.487,0.251,1.592,0.118
"A","clim_SSP1",39,557530.409,86091.074,4.168,0.426,552541.763,85663.496,2.487,0.251,1.592,0.119
"A","clim_SSP1",40,555906.673,86027.746,4.161,0.417,552477.959,85753.966,2.487,0.251,1.592,0.118
"A","clim_SSP5",1,588155.426,617320.722,4.914,0.645,1426058.756,60517.252,4.594,0.43,1.881,0.155
"A","clim_SSP5",2,1266491.205,105884.563,4.913,0.638,1425979.373,60460.544,4.594,0.43,1.881,0.155
"A","clim_SSP5",3,1299716.231,98392.778,4.955,0.648,1426192.714,60488.255,4.594,0.43,1.881,0.155
"A","clim_SSP5",4,1326376.214,92059.125,4.922,0.666,1426170.084,60584.991,4.594,0.43,1.881,0.156
"A","clim_SSP5",5,1347491.236,87050.024,4.907,0.642,1425937.18,60423.769,4.594,0.43,1.88,0.155
"A","clim_SSP5",6,1364070.313,82651.805,4.912,0.648,1425989.334,60626.164,4.594,0.43,1.881,0.155
"A","clim_SSP5",7,1377203.711,79237.948,4.944,0.652,1426178.932,60462.57,4.594,0.43,1.881,0.155
"A","clim_SSP5",8,1387590.64,76207.223,4.901,0.646,1426204.982,60640.825,4.594,0.43,1.881,0.156
"A","clim_SSP5",9,1395778.226,73753.101,4.9,0.65,1426005.693,60541.014,4.594,0.43,1.881,0.155
"A","clim_SSP5",10,1402105.931,71848.584,4.901,0.636,1426133.504,60456.34,4.594,0.43,1.881,0.155
"A","clim_SSP5",11,1407234.131,69996.076,5.667,0.686,1299585.746,90503.049,4.785,0.382,2.155,0.172
"A","clim_SSP5",12,1375937.167,68611.035,5.631,0.681,1299767.401,90538.17,4.785,0.382,2.155,0.172
"A","clim_SSP5",13,1354130.763,71219.308,5.651,0.68,1299560.41,90415.413,4.785,0.382,2.155,0.172
"A","clim_SSP5",14,1338512.202,74606.166,5.619,0.655,1299408.87,90485.905,4.785,0.382,2.155,0.172
"A","clim_SSP5",15,1327412.93,77877.912,5.64,0.675,1299673.773,90606.244,4.785,0.382,2.155,0.172
"A","clim_SSP5",16,1319510.852,80626.348,5.65,0.662,1299587.418,90677.362,4.785,0.382,2.155,0.172
"A","clim_SSP5",17,1313818.716,82917.604,5.643,0.671,1299616.553,90553.802,4.785,0.382,2.155,0.172
"A","clim_SSP5",18,1309805.057,84677.985,5.646,0.668,1299826.28,90290.751,4.785,0.382,2.155,0.172
"A","clim_SSP5",19,1306871.143,85989.87,5.64,0.686,1299595.936,90755.368,4.785,0.382,2.155,0.172
"A","clim_SSP5",20,1304743.372,87101.384,5.631,0.676,1299631.39,90520.403,4.785,0.382,2.155,0.172
"A","clim_SSP5",21,1303266.761,87859.361,6.272,0.698,1149368.35,107066.492,4.687,0.306,2.395,0.185
"A","clim_SSP5",22,1254330.741,93437.744,6.24,0.688,1149401.805,107127.836,4.687,0.306,2.395,0.185
"A","clim_SSP5",23,1221611.955,98137.183,6.267,0.699,1149345.45,107039.19,4.687,0.306,2.395,0.185
"A","clim_SSP5",24,1199318.963,101420.665,6.251,0.698,1149096.65,106969.417,4.687,0.306,2.394,0.185
"A","clim_SSP5",25,1183903.583,103645.105,6.259,0.705,1149141.708,107026.541,4.687,0.306,2.394,0.185
"A","clim_SSP5",26,1173345.618,104981.805,6.267,0.704,1149148.169,107223.381,4.687,0.306,2.394,0.185
"A","clim_SSP5",27,1166036.606,105809.216,6.283,0.696,1149498.778,107013.183,4.687,0.306,2.395,0.185
"A","clim_SSP5",28,1161011.443,106310.164,6.258,0.694,1149302.427,107095.676,4.687,0.306,2.395,0.185
"A","clim_SSP5",29,1157436.73,106694.764,6.28,0.716,1149289.757,107035.257,4.687,0.306,2.395,0.185
"A","clim_SSP5",30,1155055.799,106882.935,6.265,0.717,1149418.199,107118.681,4.687,0.306,2.395,0.185
"A","clim_SSP5",31,1153408.557,107013.14,6.943,0.716,920666.403,142724.533,4.144,0.418,2.654,0.198
"A","clim_SSP5",32,1069319.947,124332.471,6.944,0.716,920687.295,142649.504,4.144,0.418,2.654,0.198
"A","clim_SSP5",33,1017324.356,133692.773,6.935,0.732,920858.345,142850.893,4.144,0.418,2.654,0.197
"A","clim_SSP5",34,984267.065,138733.693,6.97,0.743,920719.832,142802.283,4.144,0.418,2.654,0.198
"A","clim_SSP5",35,962765.958,141297.515,6.955,0.72,920796.571,142809.177,4.144,0.418,2.654,0.197
"A","clim_SSP5",36,948748.398,142589.514,6.948,0.714,920899.722,142819.898,4.144,0.418,2.654,0.197
"A","clim_SSP5",37,939555.825,143192.609,6.956,0.736,920897.427,142971.407,4.144,0.418,2.654,0.197
"A","clim_SSP5",38,933401.633,143453.119,6.959,0.735,920754.545,142905.037,4.144,0.418,2.654,0.197
"A","clim_SSP5",39,929217.348,143485.123,6.946,0.71,920902.939,142772.494,4.144,0.418,2.654,0.198
"A","clim_SSP5",40,926511.121,143379.576,6.935,0.695,920796.598,142923.277,4.144,0.418,2.654,0.197
"A","clim_land_SSP1",1,823417.596,864249.011,6.88,0.903,1996482.258,84724.153,6.432,0.602,2.633,0.218
"A","clim_land_SSP1",2,1773087.687,148238.388,6.878,0.894,1996371.123,84644.761,6.432,0.602,2.633,0.218
"A","clim_land_SSP1",3,1819602.724,137749.89,6.937,0.907,1996669.8,84683.557,6.432,0.602,2.633,0.218
"A","clim_land_SSP1",4,1856926.699,128882.775,6.891,0.932,1996638.117,84818.988,6.432,0.602,2.633,0.218
"A","clim_land_SSP1",5,1886487.73,121870.033,6.87,0.899,1996312.052,84593.277,6.432,0.602,2.633,0.218
"A","clim_land_SSP1",6,1909698.439,115712.527,6.877,0.907,1996385.067,84876.63,6.432,0.602,2.633,0.218
"A","clim_land_SSP1",7,1928085.196,110933.127,6.921,0.913,1996650.505,84647.598,6.432,0.602,2.633,0.218
"A","clim_land_SSP1",8,1942626.896,106690.112,6.862,0.904,1996686.975,84897.155,6.432,0.602,2.633,0.218
"A","clim_land_SSP1",9,1954089.516,103254.341,6.859,0.91,1996407.97,84757.42,6.432,0.602,2.633,0.218
"A","clim_land_SSP1",10,1962948.304,100588.018,6.862,0.89,1996586.906,84638.876,6.432,0.602,2.633,0.218
"A","clim_land_SSP1",11,1970127.783,97994.507,7.934,0.961,1819420.044,126704.269,6.699,0.535,3.017,0.24
"A","clim_land_SSP1",12,1926312.034,96055.449,7.883,0.953,1819674.361,126753.438,6.699,0.535,3.017,0.24
"A","clim_land_SSP1",13,1895783.069,99707.031,7.911,0.952,1819384.575,126581.578,6.699,0.535,3.017,0.24
"A","clim_land_SSP1",14,1873917.083,104448.632,7.867,0.916,1819172.418,126680.267,6.699,0.535,3.017,0.24
"A","clim_land_SSP1",15,1858378.102,109029.077,7.895,0.945,1819543.282,126848.741,6.699,0.535,3.017,0.24
"A","clim_land_SSP1",16,1847315.192,112876.887,7.91,0.927,1819422.386,126948.306,6.699,0.535,3.017,0.24
"A","clim_land_SSP1",17,1839346.202,116084.646,7.9,0.94,1819463.175,126775.323,6.699,0.535,3.017,0.24
"A","clim_land_SSP1",18,1833727.08,118549.179,7.905,0.935,1819756.792,126407.051,6.699,0.535,3.017,0.24
"A","clim_land_SSP1",19,1829619.6,120385.817,7.896,0.96,1819434.31,127057.515,6.699,0.535,3.017,0.24
"A","clim_land_SSP1",20,1826640.72,121941.938,7.884,0.947,1819483.946,126728.564,6.699,0.535,3.017,0.24
"A","clim_land_SSP1",21,1824573.465,123003.106,8.781,0.977,1609115.689,149893.089,6.562,0.428,3.352,0.259
"A","clim_land_SSP1",22,1756063.038,130812.841,8.736,0.963,1609162.527,149978.971,6.562,0.428,3.353,0.259
"A","clim_land_SSP1",23,1710256.737,137392.057,8.774,0.978,1609083.63,149854.866,6.562,0.428,3.352,0.259
"A","clim_land_SSP1",24,1679046.548,141988.93,8.751,0.978,1608735.311,149757.183,6.562,0.428,3.352,0.259
"A","clim_land_SSP1",25,1657465.017,145103.147,8.762,0.987,1608798.391,149837.158,6.562,0.428,3.352,0.259
"A","clim_land_SSP1",26,1642683.865,146974.526,8.774,0.986,1608807.436,150112.733,6.562,0.428,3.352,0.259
"A","clim_land_SSP1",27,1632451.249,148132.903,8.796,0.974,1609298.289,149818.456,6.562,0.428,3.353,0.259
"A","clim_land_SSP1",28,1625416.02,148834.23,8.761,0.971,1609023.398,149933.946,6.562,0.428,3.352,0.259
"A","clim_land_SSP1",29,1620411.422,149372.67,8.792,1.002,1609005.66,149849.36,6.562,0.428,3.352,0.259
"A","clim_land_SSP1",30,1617078.118,149636.108,8.771,1.004,1609185.479,149966.154,6.562,0.428,3.353,0.259
"A","clim_land_SSP1",31,1614771.98,149818.396,9.72,1.002,1288932.965,199814.346,5.802,0.585,3.715,0.277
"A","clim_land_SSP1",32,1497047.926,174065.459,9.721,1.002,1288962.213,199709.306,5.802,0.585,3.716,0.277
"A","clim_land_SSP1",33,1424254.098,187169.883,9.709,1.025,1289201.683,199991.25,5.802,0.585,3.716,0.276
"A","clim_land_SSP1",34,1377973.891,194227.17,9.757,1.041,1289007.765,199923.196,5.802,0.585,3.716,0.277
"A","clim_land_SSP1",35,1347872.341,197816.521,9.737,1.008,1289115.199,199932.848,5.802,0.585,3.716,0.276
"A","clim_land_SSP1",36,1328247.757,199625.319,9.727,0.999,1289259.611,199947.857,5.802,0.585,3.716,0.276
"A","clim_land_SSP1",37,1315378.155,200469.652,9.738,1.03,1289256.398,200159.97,5.802,0.585,3.716,0.276
"A","clim_land_SSP1",38,1306762.286,200834.366,9.743,1.03,1289056.364,200067.051,5.802,0.585,3.716,0.276
"A","clim_land_SSP1",39,1300904.287,200879.172,9.724,0.995,1289264.115,199881.491,5.802,0.585,3.716,0.277
"A","clim_land_SSP1",40,1297115.569,200731.407,9.709,0.973,1289115.237,200092.588,5.802,0.585,3.716,0.276
"A","clim_land_SSP5",1,58815.543,61732.072,0.491,0.064,142605.876,6051.725,0.459,0.043,0.188,0.016
"A","clim_land_SSP5",2,126649.12,10588.456,0.491,0.064,142597.937,6046.054,0.459,0.043,0.188,0.016
"A","clim_land_SSP5",3,129971.623,9839.278,0.496,0.065,142619.271,6048.825,0.459,0.043,0.188,0.016
"A","clim_land_SSP5",4,132637.621,9205.912,0.492,0.067,142617.008,6058.499,0.459,0.043,0.188,0.016
"A","clim_land_SSP5",5,134749.124,8705.002,0.491,0.064,142593.718,6042.377,0.459,0.043,0.188,0.016
"A","clim_land_SSP5",6,136407.031,8265.181,0.491,0.065,142598.933,6062.616,0.459,0.043,0.188,0.016
"A","clim_land_SSP5",7,137720.371,7923.795,0.494,0.065,142617.893,6046.257,0.459,0.043,0.188,0.016
"A","clim_land_SSP5",8,138759.064,7620.722,0.49,0.065,142620.498,6064.082,0.459,0.043,0.188,0.016
"A","clim_land_SSP5",9,139577.823,7375.31,0.49,0.065,142600.569,6054.101,0.459,0.043,0.188,0.016
"A","clim_land_SSP5",10,140210.593,7184.858,0.49,0.064,142613.35,6045.634,0.459,0.043,0.188,0.016
"A","clim_land_SSP5",11,140723.413,6999.608,0.567,0.069,129958.575,9050.305,0.479,0.038,0.215,0.017
"A","clim_land_SSP5",12,137593.717,6861.104,0.563,0.068,129976.74,9053.817,0.479,0.038,0.216,0.017
"A","clim_land_SSP5",13,135413.076,7121.931,0.565,0.068,129956.041,9041.541,0.479,0.038,0.215,0.017
"A","clim_land_SSP5",14,133851.22,7460.617,0.562,0.065,129940.887,9048.591,0.479,0.038,0.215,0.017
"A","clim_land_SSP5",15,132741.293,7787.791,0.564,0.067,129967.377,9060.624,0.479,0.038,0.215,0.017
"A","clim_land_SSP5",16,131951.085,8062.635,0.565,0.066,129958.742,9067.736,0.479,0.038,0.215,0.017
"A","clim_land_SSP5",17,131381.872,8291.76,0.564,0.067,129961.655,9055.38,0.479,0.038,0.215,0.017
"A","clim_land_SSP5",18,130980.506,8467.799,0.565,0.067,129982.628,9029.075,0.479,0.038,0.216,0.017
"A","clim_land_SSP5",19,130687.114,8598.987,0.564,0.069,129959.594,9075.537,0.479,0.038,0.215,0.017
"A","clim_land_SSP5",20,130474.337,8710.138,0.563,0.068,129963.139,9052.04,0.479,0.038,0.215,0.017
"A","clim_land_SSP5",21,130326.676,8785.936,0.627,0.07,114936.835,10706.649,0.469,0.031,0.239,0.019
"A","clim_land_SSP5",22,125433.074,9343.774,0.624,0.069,114940.18,10712.784,0.469,0.031,0.239,0.019
"A","clim_land_SSP5",23,122161.195,9813.718,0.627,0.07,114934.545,10703.919,0.469,0.031,0.239,0.019
"A","clim_land_SSP5",24,119931.896,10142.066,0.625,0.07,114909.665,10696.942,0.469,0.031,0.239,0.019
"A","clim_land_SSP5",25,118390.358,10364.51,0.626,0.07,114914.171,10702.654,0.469,0.031,0.239,0.019
"A","clim_land_SSP5",26,117334.562,10498.18,0.627,0.07,114914.817,10722.338,0.469,0.031,0.239,0.019
"A","clim_land_SSP5",27,116603.661,10580.922,0.628,0.07,114949.878,10701.318,0.469,0.031,0.239,0.019
"A","clim_land_SSP5",28,116101.144,10631.016,0.626,0.069,114930.243,10709.568,0.469,0.031,0.239,0.019
"A","clim_land_SSP5",29,115743.673,10669.476,0.628,0.072,114928.976,10703.526,0.469,0.031,0.239,0.019
"A","clim_land_SSP5",30,115505.58,10688.293,0.627,0.072,114941.82,10711.868,0.469,0.031,0.239,0.019
"A","clim_land_SSP5",31,115340.856,10701.314,0.694,0.072,92066.64,14272.453,0.414,0.042,0.265,0.02
"A","clim_land_SSP5",32,106931.995,12433.247,0.694,0.072,92068.729,14264.95,0.414,0.042,0.265,0.02
"A","clim_land_SSP5",33,101732.436,13369.277,0.693,0.073,92085.835,14285.089,0.414,0.042,0.265,0.02
"A","clim_land_SSP5",34,98426.707,13873.369,0.697,0.074,92071.983,14280.228,0.414,0.042,0.265,0.02
"A","clim_land_SSP5",35,96276.596,14129.752,0.696,0.072,92079.657,14280.918,0.414,0.042,0.265,0.02
"A","clim_land_SSP5",36,94874.84,14258.951,0.695,0.071,92089.972,14281.99,0.414,0.042,0.265,0.02
"A","clim_land_SSP5",37,93955.583,14319.261,0.696,0.074,92089.743,14297.141,0.414,0.042,0.265,0.02
"A","clim_land_SSP5",38,93340.163,14345.312,0.696,0.074,92075.455,14290.504,0.414,0.042,0.265,0.02
"A","clim_land_SSP5",39,92921.735,14348.512,0.695,0.071,92090.294,14277.249,0.414,0.042,0.265,0.02
"A","clim_land_SSP5",40,92651.112,14337.958,0.694,0.069,92079.66,14292.328,0.414,0.042,0.265,0.02
"A","controlRun",1,117631.085,123464.144,0.983,0.129,285211.751,12103.45,0.919,0.086,0.376,0.031
"A","controlRun",2,253298.241,21176.913,0.983,0.128,285195.875,12092.109,0.919,0.086,0.376,0.031
"A","controlRun",3,259943.246,19678.556,0.991,0.13,285238.543,12097.651,0.919,0.086,0.376,0.031
"A","controlRun",4,265275.243,18411.825,0.984,0.133,285234.017,12116.998,0.919,0.086,0.376,0.031
"A","controlRun",5,269498.247,17410.005,0.981,0.128,285187.436,12084.754,0.919,0.086,0.376,0.031
"A","controlRun",6,272814.063,16530.361,0.982,0.13,285197.867,12125.233,0.919,0.086,0.376,0.031
"A","controlRun",7,275440.742,15847.59,0.989,0.13,285235.786,12092.514,0.919,0.086,0.376,0.031
"A","controlRun",8,277518.128,15241.445,0.98,0.129,285240.996,12128.165,0.919,0.086,0.376,0.031
"A","controlRun",9,279155.645,14750.62,0.98,0.13,285201.139,12108.203,0.919,0.086,0.376,0.031
"A","controlRun",10,280421.186,14369.717,0.98,0.127,285226.701,12091.268,0.919,0.086,0.376,0.031
"A","controlRun",11,281446.826,13999.215,1.133,0.137,259917.149,18100.61,0.957,0.076,0.431,0.034
"A","controlRun",12,275187.433,13722.207,1.126,0.136,259953.48,18107.634,0.957,0.076,0.431,0.034
"A","controlRun",13,270826.153,14243.862,1.13,0.136,259912.082,18083.083,0.957,0.076,0.431,0.034
"A","controlRun",14,267702.44,14921.233,1.124,0.131,259881.774,18097.181,0.957,0.076,0.431,0.034
"A","controlRun",15,265482.586,15575.582,1.128,0.135,259934.755,18121.249,0.957,0.076,0.431,0.034
"A","controlRun",16,263902.17,16125.27,1.13,0.132,259917.484,18135.472,0.957,0.076,0.431,0.034
"A","controlRun",17,262763.743,16583.521,1.129,0.134,259923.311,18110.76,0.957,0.076,0.431,0.034
"A","controlRun",18,261961.011,16935.597,1.129,0.134,259965.256,18058.15,0.957,0.076,0.431,0.034
"A","controlRun",19,261374.229,17197.974,1.128,0.137,259919.187,18151.074,0.957,0.076,0.431,0.034
"A","controlRun",20,260948.674,17420.277,1.126,0.135,259926.278,18104.081,0.957,0.076,0.431,0.034
"A","controlRun",21,260653.352,17571.872,1.254,0.14,229873.67,21413.298,0.937,0.061,0.479,0.037
"A","controlRun",22,250866.148,18687.549,1.248,0.138,229880.361,21425.567,0.937,0.061,0.479,0.037
"A","controlRun",23,244322.391,19627.437,1.253,0.14,229869.09,21407.838,0.937,0.061,0.479,0.037
"A","controlRun",24,239863.793,20284.133,1.25,0.14,229819.33,21393.883,0.937,0.061,0.479,0.037
"A","controlRun",25,236780.717,20729.021,1.252,0.141,229828.342,21405.308,0.937,0.061,0.479,0.037
"A","controlRun",26,234669.124,20996.361,1.253,0.141,229829.634,21444.676,0.937,0.061,0.479,0.037
"A","controlRun",27,233207.321,21161.843,1.257,0.139,229899.756,21402.637,0.937,0.061,0.479,0.037
"A","controlRun",28,232202.289,21262.033,1.252,0.139,229860.485,21419.135,0.937,0.061,0.479,0.037
"A","controlRun",29,231487.346,21338.953,1.256,0.143,229857.951,21407.051,0.937,0.061,0.479,0.037
"A","controlRun",30,231011.16,21376.587,1.253,0.143,229883.64,21423.736,0.937,0.061,0.479,0.037
"A","controlRun",31,230681.711,21402.628,1.389,0.143,184133.281,28544.907,0.829,0.084,0.531,0.04
"A","controlRun",32,213863.989,24866.494,1.389,0.143,184137.459,28529.901,0.829,0.084,0.531,0.04
"A","controlRun",33,203464.871,26738.555,1.387,0.146,184171.669,28570.179,0.829,0.084,0.531,0.039
"A","controlRun",34,196853.413,27746.739,1.394,0.149,184143.966,28560.457,0.829,0.084,0.531,0.04
"A","controlRun",35,192553.192,28259.503,1.391,0.144,184159.314,28561.835,0.829,0.084,0.531,0.039
"A","controlRun",36,189749.68,28517.903,1.39,0.143,184179.944,28563.98,0.829,0.084,0.531,0.039
"A","controlRun",37,187911.165,28638.522,1.391,0.147,184179.485,28594.281,0.829,0.084,0.531,0.039
"A","controlRun",38,186680.327,28690.624,1.392,0.147,184150.909,28581.007,0.829,0.084,0.531,0.039
"A","controlRun",39,185843.47,28697.025,1.389,0.142,184180.588,28554.499,0.829,0.084,0.531,0.04
"A","controlRun",40,185302.224,28675.915,1.387,0.139,184159.32,28584.655,0.829,0.084,0.531,0.039
"A","land_SSP1",1,176446.628,185196.217,1.474,0.193,427817.627,18155.176,1.378,0.129,0.564,0.047
"A","land_SSP1",2,379947.361,31765.369,1.474,0.191,427793.812,18138.163,1.378,0.129,0.564,0.047
"A","land_SSP1",3,389914.869,29517.833,1.487,0.194,427857.814,18146.476,1.378,0.129,0.564,0.047
"A","land_SSP1",4,397912.864,27617.737,1.477,0.2,427851.025,18175.497,1.378,0.129,0.564,0.047
"A","land_SSP1",5,404247.371,26115.007,1.472,0.193,427781.154,18127.131,1.378,0.129,0.564,0.047
"A","land_SSP1",6,409221.094,24795.542,1.474,0.194,427796.8,18187.849,1.378,0.129,0.564,0.047
"A","land_SSP1",7,413161.113,23771.384,1.483,0.196,427853.68,18138.771,1.378,0.129,0.564,0.047
"A","land_SSP1",8,416277.192,22862.167,1.47,0.194,427861.495,18192.247,1.378,0.129,0.564,0.047
"A","land_SSP1",9,418733.468,22125.93,1.47,0.195,427801.708,18162.304,1.378,0.129,0.564,0.047
"A","land_SSP1",10,420631.779,21554.575,1.47,0.191,427840.051,18136.902,1.378,0.129,0.564,0.047
"A","land_SSP1",11,422170.239,20998.823,1.7,0.206,389875.724,27150.915,1.436,0.115,0.646,0.052
"A","land_SSP1",12,412781.15,20583.311,1.689,0.204,389930.22,27161.451,1.436,0.115,0.647,0.052
"A","land_SSP1",13,406239.229,21365.792,1.695,0.204,389868.123,27124.624,1.436,0.115,0.646,0.052
"A","land_SSP1",14,401553.661,22381.85,1.686,0.196,389822.661,27145.772,1.436,0.115,0.646,0.052
"A","land_SSP1",15,398223.879,23363.374,1.692,0.202,389902.132,27181.873,1.436,0.115,0.646,0.051
"A","land_SSP1",16,395853.256,24187.904,1.695,0.199,389876.226,27203.208,1.436,0.115,0.646,0.051
"A","land_SSP1",17,394145.615,24875.281,1.693,0.201,389884.966,27166.141,1.436,0.115,0.646,0.051
"A","land_SSP1",18,392941.517,25403.396,1.694,0.2,389947.884,27087.225,1.436,0.115,0.647,0.051
"A","land_SSP1",19,392061.343,25796.961,1.692,0.206,389878.781,27226.61,1.436,0.115,0.646,0.051
"A","land_SSP1",20,391423.011,26130.415,1.689,0.203,389889.417,27156.121,1.436,0.115,0.646,0.052
"A","land_SSP1",21,390980.028,26357.808,1.882,0.209,344810.505,32119.948,1.406,0.092,0.718,0.056
"A","land_SSP1",22,376299.222,28031.323,1.872,0.206,344820.541,32138.351,1.406,0.092,0.718,0.056
"A","land_SSP1",23,366483.586,29441.155,1.88,0.21,344803.635,32111.757,1.406,0.092,0.718,0.056
"A","land_SSP1",24,359795.689,30426.199,1.875,0.21,344728.995,32090.825,1.406,0.092,0.718,0.056
"A","land_SSP1",25,355171.075,31093.531,1.878,0.211,344742.512,32107.962,1.406,0.092,0.718,0.056
"A","land_SSP1",26,352003.685,31494.541,1.88,0.211,344744.451,32167.014,1.406,0.092,0.718,0.056
"A","land_SSP1",27,349810.982,31742.765,1.885,0.209,344849.633,32103.955,1.406,0.092,0.718,0.056
"A","land_SSP1",28,348303.433,31893.049,1.877,0.208,344790.728,32128.703,1.406,0.092,0.718,0.056
"A","land_SSP1",29,347231.019,32008.429,1.884,0.215,344786.927,32110.577,1.406,0.092,0.718,0.056
"A","land_SSP1",30,346516.74,32064.88,1.88,0.215,344825.46,32135.604,1.406,0.092,0.718,0.056
"A","land_SSP1",31,346022.567,32103.942,2.083,0.215,276199.921,42817.36,1.243,0.125,0.796,0.059
"A","land_SSP1",32,320795.984,37299.741,2.083,0.215,276206.188,42794.851,1.243,0.125,0.796,0.059
"A","land_SSP1",33,305197.307,40107.832,2.08,0.22,276257.504,42855.268,1.243,0.125,0.796,0.059
"A","land_SSP1",34,295280.12,41620.108,2.091,0.223,276215.95,42840.685,1.243,0.125,0.796,0.059
"A","land_SSP1",35,288829.787,42389.255,2.087,0.216,276238.971,42842.753,1.243,0.125,0.796,0.059
"A","land_SSP1",36,284624.519,42776.854,2.084,0.214,276269.917,42845.969,1.243,0.125,0.796,0.059
"A","land_SSP1",37,281866.748,42957.783,2.087,0.221,276269.228,42891.422,1.243,0.125,0.796,0.059
"A","land_SSP1",38,280020.49,43035.936,2.088,0.221,276226.364,42871.511,1.243,0.125,0.796,0.059
"A","land_SSP1",39,278765.204,43045.537,2.084,0.213,276270.882,42831.748,1.243,0.125,0.796,0.059
"A","land_SSP1",40,277953.336,43013.873,2.081,0.208,276238.979,42876.983,1.243,0.125,0.796,0.059
"A","land_SSP5",1,411708.798,432124.505,3.44,0.451,998241.129,42362.076,3.216,0.301,1.316,0.109
